team,player_id,actions,aerial_events,aerial_wins,average_x,average_y,blocks,box_passes,carries,carry_progression_sum,clearances,completed_passes,counterpressures,crosses,dribbled_past,dribbles,duels,duels_won,final_third_passes,fouls,goals,interceptions,interceptions_won,key_passes,minutes,pass_progression_sum,passes,pressures,progressive_carries,progressive_passes,recoveries,shots,successful_dribbles,successful_under_pressure_actions,switches,through_balls,turnovers,under_pressure_actions,xg_sum,player,position,position_group,aerial_dominance_index,pressing_intensity_index,speed_recovery_index,shots_p90,progressive_carries_p90,dribbles_p90,clearances_p90,progressive_passes_p90,key_passes_p90,crosses_p90,interceptions_p90,turnovers_p90,xg_p90,duel_win_rate,pass_completion,pass_progression_per_pass,aerial_dominance_index_percentile,pressing_intensity_index_percentile,speed_recovery_index_percentile,net_xg_contribution_p90,pass_start_x,pass_start_y,line_breaking_pass_rate,pressure_state_rate,pass_receipt_x,pass_receipt_y,playstyle_cluster,functional_role,raw_net_xg_contribution_p90,eb_smoothed,eb_prior_minutes,post_shot_xg_proxy,post_shot_xg_faced_p90,goals_prevented_p90,cross_claims_p90,sweeping_distance,distribution_under_pressure,position_score,objective_baseline_position_score,v2_role_score_unblended
Argentina,27768,458,10,5,231.87590818077803,111.58665549743928,3,1,114,313.9,14,132,11,0,0,0,13,4,12,2,0,3,1,0,334.91666666666663,1652.4,154,23,11,45,6,1,0,41,4,0,24,47,0.33156127,Lisandro Martínez,Left Center Back,Center Back,0.5,6.98681263996019,1.6123413784523517,0.2687235630753919,2.9559591938293117,0.0,3.762129883055487,12.092560338392635,0.0,0.0,0.8061706892261757,6.449365513809406,0.089098325852202,0.3076923076923077,0.8571428571428571,10.72987012987013,51.90058479532164,22.22222222222222,9.064327485380115,0.135050055138094,48.28636363636364,20.525974025974023,0.2662337662337662,0.1558441558441558,48.20629921259842,21.65275590551181,2,Sweeper CB,0.135050055138094,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,36.93333333333334,37.333333333333336,36.00000000000001
Argentina,27886,988,16,5,416.5842190943744,156.11988930123317,20,7,253,822.5,5,242,28,2,5,6,21,7,13,1,1,4,3,8,552.35,1176.1,271,70,26,38,27,7,5,162,1,0,48,174,0.501838363,Alexis Mac Allister,Left Center Midfield,Central/Wide Midfield,0.3125,12.383452521046438,4.399384448266497,1.1405811532542771,4.236444283515887,0.977640988503666,0.8147008237530551,6.191726260523219,1.303521318004888,0.325880329501222,0.6517606590024441,7.821127908029329,0.0817696255453969,0.3333333333333333,0.8929889298892989,4.339852398523986,30.994152046783626,53.80116959064327,74.56140350877193,0.12445994871005694,71.66309963099631,27.120664206642065,0.1070110701107011,0.1586715867158671,73.02317880794702,26.621523178807948,0,Ball-Winner,0.124459948710057,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,57.432432432432435,49.32432432432432
Argentina,29201,1027,8,0,415.00537065458224,490.3526306737672,10,4,238,664.4000000000001,8,296,36,6,4,3,21,4,23,2,1,9,4,3,594.0,2296.3,360,72,21,69,17,2,1,91,6,1,73,104,0.485319467,Nahuel Molina Lucero,Right Wing Back,Fullback/Wingback,0.0,12.87878787878788,2.575757575757576,0.303030303030303,3.1818181818181817,0.4545454545454545,1.2121212121212122,10.454545454545457,0.4545454545454545,0.9090909090909092,1.3636363636363635,11.06060606060606,0.0735332525757575,0.1904761904761904,0.8222222222222222,6.378611111111112,7.163742690058479,58.47953216374269,28.947368421052637,0.1123211313636363,59.511944444444445,70.85138888888889,0.1972222222222222,0.0972222222222222,61.901754385964914,69.84982456140351,5,Holding Anchor,0.1123211313636363,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,53.369230769230775,53.461538461538474,53.15384615384616
Argentina,29560,606,16,4,539.2488229978061,231.72130497591263,11,5,106,495.5,3,93,41,4,5,4,18,4,2,16,4,2,0,2,485.23333333333335,378.8,124,118,17,5,14,11,0,88,3,0,51,101,1.908327433,Julián Álvarez,Center Forward,Forward,0.25,22.257333241739367,2.5966888782029263,2.0402555471594424,3.15312220924641,0.741911108057979,0.5564333310434842,0.9273888850724736,0.3709555540289895,0.741911108057979,0.3709555540289895,9.459366627739232,0.3539523300886171,0.2222222222222222,0.75,3.0548387096774188,26.16959064327485,97.36842105263158,29.53216374269006,0.35450876341966053,78.3008064516129,34.63629032258064,0.1048387096774193,0.2177419354838709,81.68341968911916,36.5419689119171,4,Target Forward,0.3545087634196606,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,60.21428571428571,61.07142857142858,58.21428571428571
Argentina,38718,1494,19,8,407.7415851732599,275.59178227085204,7,10,381,1012.2,13,416,40,3,14,6,31,13,44,9,1,5,4,6,601.1166666666667,3317.2,470,107,30,92,25,9,3,103,13,7,64,117,1.050628615,Enzo Fernandez,Center Defensive Midfield,Defensive Midfield,0.4210526315789473,17.5173981756176,3.743033798208889,1.3474921673552,4.491640557850666,0.8983281115701334,1.9463775750686223,13.77436437740871,0.8983281115701334,0.4491640557850667,0.7486067596417778,9.582166523414756,0.1573015366124157,0.4193548387096774,0.8851063829787233,7.057872340425532,41.2280701754386,83.04093567251462,60.526315789473685,0.22168171794160857,58.32638297872341,39.446382978723406,0.202127659574468,0.0808510638297872,58.77103448275862,38.852413793103445,0,Ball-Winner,0.2216817179416086,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,63.06122448979592,62.75510204081633,63.775510204081634
Australia,3240,348,0,0,42.04849892244803,162.23727546883117,0,0,84,238.9,1,112,0,0,0,1,0,0,9,0,0,0,0,0,386.9166666666666,5686.3,163,0,7,66,20,0,1,46,6,0,52,53,0.0,Mathew Ryan,Goalkeeper,Goalkeeper,0.0,0.0,4.652164548783115,0.0,1.6282575920740905,0.2326082274391557,0.2326082274391557,15.352143010984278,0.0,0.0,0.0,12.0956278268361,0.0,0.0,0.6871165644171779,34.88527607361964,7.163742690058479,3.508771929824561,79.23976608187134,0.04210208916648719,12.563803680981597,41.87914110429448,0.6809815950920245,0.1226993865030674,12.117721518987342,40.81772151898734,7,Goalkeeper,0.0421020891664871,False,300.0,2.645025216,0.6152546270256302,-0.7803947376093044,0.9304329097566231,10.47948717948718,0.65,52.85937500000001,55.625000000000014,46.40624999999999
Australia,3281,655,9,5,223.6464157933455,157.62123112969047,7,3,155,422.69999999999993,10,171,21,4,4,5,17,5,20,6,0,3,3,1,386.9166666666666,2105.0,219,44,12,49,29,1,2,62,11,0,58,77,0.039191317,Aaron Mooy,Left Defensive Midfield,Defensive Midfield,0.5555555555555556,10.93258668964032,6.7456385957355165,0.2326082274391557,2.7912987292698688,1.1630411371957787,2.326082274391557,11.397803144518631,0.2326082274391557,0.930432909756623,0.6978246823174672,13.491277191471031,0.009116222778376,0.2941176470588235,0.7808219178082192,9.61187214611872,61.98830409356725,45.90643274853801,98.24561403508773,0.04098354993754033,56.82968036529681,40.64611872146119,0.2922374429223744,0.1141552511415525,53.64259259259259,37.59567901234568,0,Ball-Winner,0.0409835499375403,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,43.683673469387756,44.08163265306123,42.755102040816325
Australia,5479,595,4,3,220.9482528290423,47.30725551251867,13,2,145,390.0,6,154,13,3,4,10,6,3,12,4,0,6,2,0,386.9166666666666,1885.3,204,33,7,30,15,2,8,64,5,0,62,71,0.126898918,Aziz Eraltay Behich,Left Back,Fullback/Wingback,0.75,9.071720870127074,3.489123411587336,0.4652164548783115,1.6282575920740905,2.326082274391557,1.3956493646349344,6.978246823174672,0.0,0.6978246823174672,1.3956493646349344,14.421710101227657,0.0295177323799267,0.5,0.7549019607843137,9.241666666666667,88.01169590643275,32.748538011695906,53.216374269005854,0.03626337097566222,55.30196078431373,10.15343137254902,0.2549019607843137,0.0784313725490196,56.25909090909091,11.857142857142858,6,Wide Creator,0.0362633709756622,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,40.50769230769231,40.46153846153847,40.61538461538461
Australia,5481,497,30,17,291.60313894313293,235.70412202210875,11,3,98,343.8,6,69,19,2,7,14,17,3,4,8,1,2,1,2,341.6166666666667,622.6000000000001,103,68,12,14,16,1,3,87,1,0,54,114,0.11353828,Mathew Leckie,Right Midfield,Central/Wide Midfield,0.5666666666666667,18.441723179001805,4.21525101234327,0.2634531882714543,3.1614382592574524,3.688344635800361,1.5807191296287262,3.688344635800361,0.5269063765429087,0.5269063765429087,0.5269063765429087,14.226472166658535,0.0299120218568571,0.1764705882352941,0.6699029126213593,6.044660194174758,64.61988304093568,88.30409356725146,71.05263157894737,0.03465417924574328,75.6757281553398,60.19805825242718,0.2135922330097087,0.3495145631067961,77.70186335403727,59.572049689441,4,Target Forward,0.0346541792457432,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,37.68918918918919,38.78378378378379,35.13513513513513
Australia,5490,444,20,12,242.4418786165243,166.42395956319825,7,3,77,199.9,11,107,25,2,3,2,14,2,5,9,0,7,3,1,373.75,809.3,129,68,7,28,9,3,0,49,2,0,32,56,0.3323922059999999,Jackson Irvine,Left Center Forward,Forward,0.6,18.06020066889632,2.1672240802675584,0.7224080267558528,1.68561872909699,0.4816053511705686,2.648829431438127,6.74247491638796,0.2408026755852843,0.4816053511705686,1.68561872909699,7.705685618729097,0.0800409325484949,0.1428571428571428,0.8294573643410853,6.273643410852713,69.88304093567251,86.8421052631579,20.175438596491222,0.10363959475585276,61.01937984496124,42.18759689922481,0.1627906976744186,0.1705426356589147,64.82608695652173,41.3295652173913,0,Ball-Winner,0.1036395947558528,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,40.84285714285714,43.92857142857143,33.64285714285714
Australia,8346,317,8,3,286.463112745098,50.815808823529416,8,6,68,172.09999999999994,3,57,7,14,3,0,10,4,6,1,1,1,1,5,241.7,700.7,94,22,5,14,6,2,0,29,5,0,43,35,0.205087522,Craig Goodwin,Left Midfield,Central/Wide Midfield,0.375,12.73517850674291,3.2581231262319683,0.8724774659162909,3.37254341808119,1.2353187248530275,0.8878703282041678,6.852721017427051,1.4379086693283125,3.0546393786416397,0.6937712806817429,13.27889415628437,0.0904335920997316,0.4,0.6063829787234043,7.454255319148936,36.84210526315789,31.28654970760234,22.22222222222222,0.11109864695272065,74.51170212765958,14.42872340425532,0.1914893617021276,0.1170212765957446,74.39999999999999,11.225742574257426,6,Wide Creator,0.0994533594538684,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87837837837838,34.45945945945946,39.189189189189186
Australia,15957,265,7,3,163.276642711119,275.8386852412829,7,2,54,87.70000000000002,11,69,7,1,2,3,10,3,4,2,0,0,0,0,202.4333333333333,1234.3,97,20,2,29,6,0,1,32,3,0,30,37,0.0,Miloš Degenek,Right Back,Fullback/Wingback,0.4285714285714285,10.728484627581098,3.150476684861597,0.29246248994823953,2.4779624963235896,1.0990162349044617,3.2851977910351486,11.499485631502608,0.45292863487559215,1.3489782023458672,0.6729225432437369,12.58705930743456,0.02210029259940913,0.3,0.711340206185567,12.724742268041236,42.251461988304094,30.994152046783626,31.87134502923977,0.01998150537832949,47.93608247422681,73.1020618556701,0.3814432989690721,0.1237113402061855,46.1,71.18571428571428,1,Deep Playmaker,0.0275646303309731,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,30.869230769230764,29.92307692307692,33.07692307692308
Australia,22293,496,25,17,136.68866945903216,202.2885510732796,12,1,109,270.3,22,135,9,0,4,0,15,2,15,1,0,3,1,1,386.9166666666666,2665.9,163,28,7,62,10,1,0,29,4,0,29,32,0.06809473,Harry Souttar,Right Center Back,Center Back,0.68,7.210855050613828,2.326082274391557,0.2326082274391557,1.6282575920740905,0.0,5.117381003661427,14.421710101227657,0.2326082274391557,0.0,0.6978246823174672,6.7456385957355165,0.0158393944432479,0.1333333333333333,0.8282208588957055,16.35521472392638,81.28654970760235,23.09941520467836,23.976608187134502,0.06980450320913205,36.01840490797546,53.48220858895706,0.3619631901840491,0.1226993865030674,35.463157894736845,52.19248120300752,1,Deep Playmaker,0.069804503209132,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,56.68666666666667,57.266666666666666,55.333333333333336
Australia,33477,332,5,2,283.44713214314544,120.82496650985024,12,4,61,106.19999999999996,3,57,20,4,2,1,5,2,3,10,0,6,1,4,266.6166666666667,412.0,73,51,4,6,10,3,1,47,2,0,26,52,0.0801053219999999,Riley McGree,Right Center Forward,Forward,0.4,16.314300091374967,2.9294117237978967,1.6233921447203452,1.8680198888701987,1.0799533724244479,0.8828872634390832,2.393397566500699,1.0372095342619536,1.077846997259096,1.1155751189238876,9.633894755999336,0.19996685585669827,0.4,0.7808219178082192,5.6438356164383565,39.03508771929825,90.35087719298248,50.0,0.23464751613133666,72.28356164383561,29.72328767123288,0.136986301369863,0.2465753424657534,73.7551401869159,32.10560747663551,0,Ball-Winner,0.0459441607051322,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,28.91428571428571,28.57142857142857,29.714285714285715
Australia,33492,345,31,15,305.5097305529522,176.93924554826617,8,0,41,120.8,1,36,5,0,1,2,16,0,1,7,1,2,2,1,272.26666666666665,501.4,68,59,4,4,10,7,1,36,0,1,47,52,0.254732119,Mitchell Thomas Duke,Left Center Forward,Forward,0.4838709677419355,16.78230604049612,2.9004895845164578,2.2364417155189185,1.849576891947814,1.2265603099462359,0.5596318236002594,2.055228828877105,0.555161129319188,0.43812803954501073,0.47548367072621744,12.841435228905796,0.2254560199895204,0.0,0.5294117647058824,7.373529411764706,47.368421052631575,92.69005847953215,48.53801169590643,0.2473131492257678,69.78823529411765,48.96911764705882,0.1617647058823529,0.3382352941176471,81.08992248062016,46.20387596899225,4,Target Forward,0.0686675711679725,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,43.285714285714285,43.285714285714285,43.285714285714285
Australia,33495,545,9,6,125.42212922608032,102.14137333181156,11,0,127,210.8,11,170,12,0,4,0,9,2,4,1,0,5,2,0,386.9166666666666,1832.5,195,35,5,51,3,0,0,23,1,0,25,28,0.0,Kye Rowles,Left Center Back,Center Back,0.6666666666666666,9.30432909756623,0.6978246823174672,0.0,1.1630411371957787,0.0,2.5586905018307133,11.863019599396942,0.0,0.0,1.1630411371957787,5.815205685978894,0.0,0.2222222222222222,0.8717948717948718,9.397435897435898,78.65497076023392,34.21052631578947,1.1695906432748535,0.041636872711608874,33.389230769230764,24.88974358974359,0.241025641025641,0.082051282051282,29.65405405405405,25.29054054054054,2,Sweeper CB,0.0416368727116088,False,300.0,0.0,0.0,0.0,0.0,0.0,0.0,37.96,37.800000000000004,38.33333333333333
Belgium,3077,766,15,11,110.97253743859356,75.62149046639149,5,0,214,334.0,18,237,4,0,1,0,4,0,2,0,0,3,2,0,284.26666666666665,2315.3,264,15,8,64,10,2,0,25,3,0,27,29,0.10772621,Jan Vertonghen,Left Center Back,Center Back,0.7333333333333333,6.7393385605051215,2.9523978103674535,0.5159922148570981,3.597106491455114,0.11570850053031859,4.897042278623955,18.493258947008847,0.09401315668088384,0.0777416487938078,1.0732032728757679,7.8780033149074775,0.0444861735411595,0.0,0.8977272727272727,8.770075757575759,85.67251461988305,15.789473684210526,42.69005847953216,0.10098657607530362,38.26515151515152,24.497348484848487,0.1818181818181818,0.0606060606060606,37.34242424242424,25.9995670995671,2,Sweeper CB,0.1075587203330206,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,47.406666666666666,47.26666666666667,47.73333333333334
Belgium,3089,451,8,4,215.7163719446247,129.0538285136816,3,13,116,628.1,1,100,10,12,2,7,5,1,13,0,0,1,1,8,284.26666666666665,1295.4,140,25,18,35,14,7,5,73,8,4,50,85,0.1779663248,Kevin De Bruyne,Right Wing,Attacking Midfield/Wing,0.5,11.383819066110918,4.017950136974389,2.1106992457187688,5.050113479645833,2.459901645170442,0.40910883021325883,7.951179217027896,1.9428649811857845,2.756397256374442,0.5244974491625075,14.011898105128589,0.15484386387642113,0.2,0.7142857142857143,9.252857142857144,51.90058479532164,27.77777777777778,75.73099415204678,0.22122964466107237,75.02857142857142,44.04785714285714,0.3214285714285714,0.1714285714285714,71.35572519083969,41.96717557251908,3,Progressive Winger,0.1247313645590994,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,51.61224489795917,51.12244897959183,52.755102040816325
Belgium,3176,428,3,1,164.28780581039754,211.1901383642142,4,3,109,277.0,4,109,11,3,4,2,9,4,5,4,0,6,3,2,217.36666666666667,1403.2,142,24,9,25,8,3,2,50,5,1,39,56,0.119195924,Thomas Meunier,Right Back,Fullback/Wingback,0.3333333333333333,12.680268590395585,3.40745667617543,0.8058944082848923,3.6241433352931813,0.893336235340181,1.9726684043729652,10.471731648968419,0.7877709756768121,1.6579568612820856,1.6972464077258453,13.789365694282656,0.042197455392751354,0.4444444444444444,0.7676056338028169,9.881690140845071,33.47953216374269,65.49707602339181,49.122807017543856,0.053310467083501734,56.36760563380282,71.33591549295775,0.2746478873239437,0.1338028169014084,61.5017094017094,72.48376068376069,5,Holding Anchor,0.0870309760466186,True,300.0,0.0,0.0,0.0,0.0,0.0,0.0,52.82307692307692,53.76923076923077,50.61538461538462
Belgium,3509,268,0,0,24.445847808105874,123.19119933829614,0,0,67,67.80000000000001,0,109,0,0,0,1,0,0,1,0,0,0,0,0,284.26666666666665,2418.3,122,0,1,56,12,0,1,18,0,0,13,21,0.0,Thibaut Courtois,Goalkeeper,Goalkeeper,0.0,0.03882407216609077,3.836263512703938,0.0,0.5383975659276394,0.16568647313316817,0.015529628866436303,14.838049629641617,0.0077648144332181515,0.0038824072166090758,0.0,5.985860073524345,0.0,0.0,0.8934426229508197,19.822131147540983,7.163742690058479,3.508771929824561,60.81871345029239,0.006997037608737405,9.0,41.08196721311475,0.3278688524590163,0.0737704918032786,9.309090909090909,41.43333333333333,7,Goalkeeper,0.0636374296435272,True,300.0,2.026816093,0.6416983408888368,0.008490085729362062,0.3166041275797373,7.893312101910828,0.6666666666666666,46.46093749999999,41.5625,57.89062499999999
