team,player_id,actions,aerial_events,aerial_wins,average_x,average_y,blocks,box_passes,carries,carry_progression_sum,clearances,completed_passes,counterpressures,crosses,dribbled_past,dribbles,duels,duels_won,final_third_passes,fouls,goals,interceptions,interceptions_won,key_passes,minutes,pass_progression_sum,passes,pressures,progressive_carries,progressive_passes,recoveries,shots,successful_dribbles,successful_under_pressure_actions,switches,through_balls,turnovers,under_pressure_actions,xg_sum,player,position,position_group,aerial_dominance_index,pressing_intensity_index,speed_recovery_index,shots_p90,progressive_carries_p90,dribbles_p90,clearances_p90,progressive_passes_p90,key_passes_p90,crosses_p90,interceptions_p90,turnovers_p90,xg_p90,duel_win_rate,pass_completion,pass_progression_per_pass,aerial_dominance_index_percentile,pressing_intensity_index_percentile,speed_recovery_index_percentile,net_xg_contribution_p90,pass_start_x,pass_start_y,line_breaking_pass_rate,pressure_state_rate,distribution_under_pressure,pass_receipt_x,pass_receipt_y,playstyle_cluster,functional_role
Argentina,27768,458,10,5,231.87590818077803,111.58665549743927,3,1,114,313.9,14,132,11,0,0,0,13,4,12,2,0,3,1,0,334.91666666666663,1652.4,154,23,11,45,6,1,0,41,4,0,24,47,0.33156127,Lisandro Martínez,Left Center Back,Center Back,0.5,6.98681263996019,1.6123413784523515,0.2687235630753919,2.9559591938293113,0.0,3.762129883055487,12.092560338392637,0.0,0.0,0.8061706892261757,6.449365513809406,0.08909832585220205,0.3076923076923077,0.8571428571428571,10.72987012987013,51.900584795321635,22.22222222222222,9.064327485380117,0.13505005513809407,48.28636363636364,20.525974025974026,0.2662337662337662,0.15584415584415584,0.75,48.206299212598424,21.65275590551181,2,Sweeper CB
Argentina,27886,988,16,5,416.5842190943744,156.11988930123317,20,7,253,822.5,5,242,28,2,5,6,21,7,13,1,1,4,3,8,552.35,1176.1000000000001,271,70,26,38,27,7,5,162,1,0,48,174,0.501838363,Alexis Mac Allister,Left Center Midfield,Central/Wide Midfield,0.3125,12.383452521046438,4.399384448266497,1.1405811532542771,4.236444283515887,0.9776409885036661,0.8147008237530551,6.191726260523219,1.3035213180048881,0.32588032950122203,0.6517606590024441,7.821127908029329,0.08176962554539692,0.3333333333333333,0.8929889298892989,4.339852398523986,30.994152046783626,53.80116959064327,74.56140350877193,0.124459948710057,71.66309963099631,27.120664206642065,0.1070110701107011,0.15867158671586715,0.7906976744186046,73.02317880794702,26.621523178807948,0,Ball-Winner
Argentina,29201,1027,8,0,415.00537065458224,490.3526306737672,10,4,238,664.4000000000001,8,296,36,6,4,3,21,4,23,2,1,9,4,3,594.0,2296.3,360,72,21,69,17,2,1,91,6,1,73,104,0.485319467,Nahuel Molina Lucero,Right Wing Back,Fullback/Wingback,0.0,12.878787878787879,2.5757575757575757,0.30303030303030304,3.1818181818181817,0.45454545454545453,1.2121212121212122,10.454545454545455,0.45454545454545453,0.9090909090909091,1.3636363636363635,11.06060606060606,0.07353325257575757,0.19047619047619047,0.8222222222222222,6.378611111111112,7.163742690058479,58.47953216374269,28.947368421052634,0.11232113136363636,59.511944444444445,70.85138888888889,0.19722222222222222,0.09722222222222222,0.6857142857142857,61.901754385964914,69.84982456140351,5,Holding Anchor
Argentina,29560,606,16,4,539.2488229978061,231.72130497591263,11,5,106,495.5,3,93,41,4,5,4,18,4,2,16,4,2,0,2,485.23333333333335,378.79999999999995,124,118,17,5,14,11,0,88,3,0,51,101,1.908327433,Julián Álvarez,Center Forward,Forward,0.25,22.257333241739367,2.5966888782029263,2.0402555471594424,3.1531222092464106,0.741911108057979,0.5564333310434842,0.9273888850724737,0.3709555540289895,0.741911108057979,0.3709555540289895,9.459366627739232,0.35395233008861715,0.2222222222222222,0.75,3.0548387096774188,26.169590643274855,97.36842105263158,29.53216374269006,0.35450876341966064,78.3008064516129,34.63629032258064,0.10483870967741936,0.21774193548387097,0.6666666666666666,81.68341968911916,36.5419689119171,4,Target Forward
Argentina,38718,1494,19,8,407.74158517325986,275.59178227085204,7,10,381,1012.2,13,416,40,3,14,6,31,13,44,9,1,5,4,6,601.1166666666667,3317.2,470,107,30,92,25,9,3,103,13,7,64,117,1.050628615,Enzo Fernandez,Center Defensive Midfield,Defensive Midfield,0.42105263157894735,17.5173981756176,3.743033798208889,1.3474921673552,4.491640557850666,0.8983281115701334,1.9463775750686223,13.77436437740871,0.8983281115701334,0.4491640557850667,0.7486067596417778,9.582166523414756,0.15730153661241575,0.41935483870967744,0.8851063829787233,7.057872340425532,41.228070175438596,83.04093567251462,60.526315789473685,0.22168171794160862,58.32638297872341,39.446382978723406,0.20212765957446807,0.08085106382978724,0.7368421052631579,58.77103448275862,38.852413793103445,0,Ball-Winner
Australia,3240,348,0,0,42.04849892244803,162.23727546883117,0,0,84,238.89999999999998,1,112,0,0,0,1,0,0,9,0,0,0,0,0,386.91666666666663,5686.3,163,0,7,66,20,0,1,46,6,0,52,53,0.0,Mathew Ryan,Goalkeeper,Goalkeeper,0.0,0.0,4.652164548783115,0.0,1.6282575920740903,0.23260822743915574,0.23260822743915574,15.352143010984278,0.0,0.0,0.0,12.095627826836099,0.0,0.0,0.6871165644171779,34.885276073619636,7.163742690058479,3.508771929824561,79.23976608187134,0.042102089166487194,12.563803680981597,41.87914110429448,0.6809815950920245,0.12269938650306748,0.65,12.117721518987342,40.81772151898734,7,Goalkeeper
Australia,3281,655,9,5,223.6464157933455,157.62123112969047,7,3,155,422.69999999999993,10,171,21,4,4,5,17,5,20,6,0,3,3,1,386.91666666666663,2105.0,219,44,12,49,29,1,2,62,11,0,58,77,0.039191317,Aaron Mooy,Left Defensive Midfield,Defensive Midfield,0.5555555555555556,10.93258668964032,6.7456385957355165,0.23260822743915574,2.7912987292698688,1.1630411371957787,2.3260822743915575,11.397803144518631,0.23260822743915574,0.930432909756623,0.6978246823174672,13.491277191471033,0.009116222778376051,0.29411764705882354,0.7808219178082192,9.61187214611872,61.98830409356725,45.90643274853801,98.24561403508771,0.04098354993754038,56.82968036529681,40.646118721461185,0.2922374429223744,0.1141552511415525,0.52,53.64259259259259,37.59567901234568,0,Ball-Winner
Australia,5479,595,4,3,220.9482528290423,47.30725551251867,13,2,145,390.0,6,154,13,3,4,10,6,3,12,4,0,6,2,0,386.91666666666663,1885.3000000000002,204,33,7,30,15,2,8,64,5,0,62,71,0.126898918,Aziz Eraltay Behich,Left Back,Fullback/Wingback,0.75,9.071720870127074,3.489123411587336,0.4652164548783115,1.6282575920740903,2.3260822743915575,1.3956493646349344,6.978246823174672,0.0,0.6978246823174672,1.3956493646349344,14.421710101227657,0.029517732379926772,0.5,0.7549019607843137,9.241666666666667,88.01169590643275,32.748538011695906,53.216374269005854,0.03626337097566229,55.30196078431373,10.15343137254902,0.2549019607843137,0.0784313725490196,0.6875,56.25909090909091,11.857142857142858,6,Wide Creator
Australia,5481,497,30,17,291.60313894313293,235.70412202210875,11,3,98,343.8,6,69,19,2,7,14,17,3,4,8,1,2,1,2,341.6166666666667,622.6000000000001,103,68,12,14,16,1,3,87,1,0,54,114,0.11353828,Mathew Leckie,Right Midfield,Central/Wide Midfield,0.5666666666666667,18.441723179001805,4.21525101234327,0.26345318827145436,3.1614382592574524,3.688344635800361,1.5807191296287262,3.688344635800361,0.5269063765429087,0.5269063765429087,0.5269063765429087,14.226472166658535,0.0299120218568571,0.17647058823529413,0.6699029126213593,6.044660194174758,64.61988304093568,88.30409356725146,71.05263157894737,0.03465417924574328,75.6757281553398,60.19805825242718,0.21359223300970873,0.34951456310679613,0.5555555555555556,77.70186335403727,59.572049689440995,4,Target Forward
Australia,5490,444,20,12,242.4418786165243,166.42395956319825,7,3,77,199.9,11,107,25,2,3,2,14,2,5,9,0,7,3,1,373.75,809.3,129,68,7,28,9,3,0,49,2,0,32,56,0.33239220599999997,Jackson Irvine,Left Center Forward,Forward,0.6,18.06020066889632,2.1672240802675584,0.7224080267558528,1.68561872909699,0.4816053511705686,2.648829431438127,6.74247491638796,0.2408026755852843,0.4816053511705686,1.68561872909699,7.705685618729097,0.08004093254849498,0.14285714285714285,0.8294573643410853,6.273643410852713,69.88304093567251,86.8421052631579,20.175438596491226,0.10363959475585284,61.01937984496124,42.18759689922481,0.16279069767441862,0.17054263565891473,0.8181818181818182,64.82608695652173,41.3295652173913,0,Ball-Winner
Australia,8346,317,8,3,286.463112745098,50.815808823529416,8,6,68,172.09999999999994,3,57,7,14,3,0,10,4,6,1,1,1,1,5,241.7,700.7,94,22,5,14,6,2,0,29,5,0,43,35,0.205087522,Craig Goodwin,Left Midfield,Central/Wide Midfield,0.375,8.936698386429459,2.2341745966073647,0.7447248655357882,1.8618121638394705,0.0,1.1170872983036824,5.213074058750517,1.8618121638394705,5.213074058750517,0.3723624327678941,16.011584609019447,0.07636688862225899,0.4,0.6063829787234043,7.4542553191489365,36.84210526315789,31.28654970760234,22.22222222222222,0.09945335945386842,74.51170212765958,14.428723404255319,0.19148936170212766,0.11702127659574468,0.45454545454545453,74.39999999999999,11.225742574257426,6,Wide Creator
Australia,15957,265,7,3,163.276642711119,275.8386852412829,7,2,54,87.70000000000002,11,69,7,1,2,3,10,3,4,2,0,0,0,0,202.43333333333334,1234.3,97,20,2,29,6,0,1,32,3,0,30,37,0.0,Miloš Degenek,Right Back,Fullback/Wingback,0.42857142857142855,8.891816235797794,2.667544870739338,0.0,0.8891816235797794,1.333772435369669,4.890498929688786,12.893133541906801,0.0,0.4445908117898897,0.0,13.33772435369669,0.0,0.3,0.711340206185567,12.724742268041236,42.251461988304094,30.994152046783626,31.871345029239766,0.027564630330973162,47.93608247422681,73.1020618556701,0.38144329896907214,0.12371134020618557,0.75,46.1,71.18571428571428,1,Deep Playmaker
Australia,22293,496,25,17,136.68866945903216,202.28855107327956,12,1,109,270.3,22,135,9,0,4,0,15,2,15,1,0,3,1,1,386.91666666666663,2665.9,163,28,7,62,10,1,0,29,4,0,29,32,0.06809473,Harry Souttar,Right Center Back,Center Back,0.68,7.210855050613828,2.3260822743915575,0.23260822743915574,1.6282575920740903,0.0,5.117381003661427,14.421710101227657,0.23260822743915574,0.0,0.6978246823174672,6.7456385957355165,0.015839394443247903,0.13333333333333333,0.8282208588957055,16.35521472392638,81.28654970760235,23.099415204678362,23.976608187134502,0.06980450320913205,36.01840490797546,53.48220858895706,0.3619631901840491,0.12269938650306748,0.85,35.463157894736845,52.192481203007524,1,Deep Playmaker
Australia,33477,332,5,2,283.44713214314544,120.82496650985024,12,4,61,106.19999999999995,3,57,20,4,2,1,5,2,3,10,0,6,1,4,266.6166666666667,412.0,73,51,4,6,10,3,1,47,2,0,26,52,0.08010532199999999,Riley McGree,Right Center Forward,Forward,0.4,19.241107707695193,3.375632931174595,1.0126898793523786,1.3502531724698381,0.33756329311745953,1.0126898793523786,2.0253797587047573,1.3502531724698381,1.3502531724698381,2.0253797587047573,8.776645621053948,0.027040616290554476,0.4,0.7808219178082192,5.6438356164383565,39.03508771929825,90.35087719298247,50.0,0.04594416070513221,72.28356164383561,29.723287671232878,0.136986301369863,0.2465753424657534,0.7777777777777778,73.7551401869159,32.10560747663551,0,Ball-Winner
Australia,33492,345,31,15,305.5097305529522,176.93924554826617,8,0,41,120.80000000000001,1,36,5,0,1,2,16,0,1,7,1,2,2,1,272.26666666666665,501.40000000000003,68,59,4,4,10,7,1,36,0,1,47,52,0.254732119,Mitchell Thomas Duke,Left Center Forward,Forward,0.4838709677419355,20.16405484818805,3.3055827619980414,2.313907933398629,1.3222331047992166,0.6611165523996083,0.33055827619980416,1.3222331047992166,0.33055827619980416,0.0,0.6611165523996083,15.536238981390794,0.08420381014936336,0.0,0.5294117647058824,7.373529411764706,47.368421052631575,92.69005847953217,48.53801169590643,0.06866757116797256,69.78823529411765,48.96911764705882,0.16176470588235295,0.3382352941176471,0.34782608695652173,81.08992248062016,46.20387596899225,4,Target Forward
Australia,33495,545,9,6,125.42212922608032,102.14137333181156,11,0,127,210.8,11,170,12,0,4,0,9,2,4,1,0,5,2,0,386.91666666666663,1832.5,195,35,5,51,3,0,0,23,1,0,25,28,0.0,Kye Rowles,Left Center Back,Center Back,0.6666666666666666,9.30432909756623,0.6978246823174672,0.0,1.1630411371957787,0.0,2.5586905018307133,11.863019599396942,0.0,0.0,1.1630411371957787,5.815205685978894,0.0,0.2222222222222222,0.8717948717948718,9.397435897435898,78.65497076023392,34.21052631578947,1.1695906432748537,0.041636872711608874,33.389230769230764,24.88974358974359,0.24102564102564103,0.08205128205128205,0.6875,29.654054054054054,25.29054054054054,2,Sweeper CB
Belgium,3077,766,15,11,110.97253743859356,75.62149046639149,5,0,214,334.0,18,237,4,0,1,0,4,0,2,0,0,3,2,0,284.26666666666665,2315.3,264,15,8,64,10,2,0,25,3,0,27,29,0.10772621,Jan Vertonghen,Left Center Back,Center Back,0.7333333333333333,5.698874296435273,3.1660412757973737,0.6332082551594747,2.5328330206378986,0.0,5.698874296435273,20.26266416510319,0.0,0.0,0.9498123827392121,8.548311444652908,0.03410656273452158,0.0,0.8977272727272727,8.770075757575759,85.67251461988305,15.789473684210526,42.69005847953216,0.10755872033302064,38.265151515151516,24.497348484848487,0.18181818181818182,0.06060606060606061,0.75,37.342424242424244,25.9995670995671,2,Sweeper CB
Belgium,3089,451,8,4,215.7163719446247,129.0538285136816,3,13,116,628.1,1,100,10,12,2,7,5,1,13,0,0,1,1,8,284.26666666666665,1295.4,140,25,18,35,14,7,5,73,8,4,50,85,0.17796632480000002,Kevin De Bruyne,Right Wing,Attacking Midfield/Wing,0.5,8.231707317073171,4.432457786116323,2.2162288930581613,5.698874296435273,2.2162288930581613,0.3166041275797373,11.081144465290807,2.5328330206378986,3.7992495309568484,0.3166041275797373,15.830206378986867,0.056344873001876176,0.2,0.7142857142857143,9.252857142857144,51.900584795321635,27.77777777777778,75.73099415204678,0.12473136455909944,75.02857142857142,44.04785714285714,0.32142857142857145,0.17142857142857143,0.5833333333333334,71.35572519083969,41.96717557251908,3,Progressive Winger
Belgium,3176,428,3,1,164.28780581039754,211.1901383642142,4,3,109,277.0,4,109,11,3,4,2,9,4,5,4,0,6,3,2,217.36666666666667,1403.2,142,24,9,25,8,3,2,50,5,1,39,56,0.119195924,Thomas Meunier,Right Back,Fullback/Wingback,0.3333333333333333,13.66354853550069,3.3123754025456216,1.2421407759546081,3.7264223278638244,0.8280938506364054,1.6561877012728108,10.351173132955068,0.8280938506364054,1.2421407759546081,2.4842815519092163,16.147830087409908,0.049352705842662166,0.4444444444444444,0.7676056338028169,9.881690140845071,33.47953216374269,65.49707602339181,49.122807017543856,0.08703097604661862,56.36760563380282,71.33591549295775,0.2746478873239437,0.13380281690140844,0.6842105263157895,61.5017094017094,72.48376068376069,5,Holding Anchor
Belgium,3509,268,0,0,24.445847808105874,123.19119933829614,0,0,67,67.80000000000001,0,109,0,0,0,1,0,0,1,0,0,0,0,0,284.26666666666665,2418.3,122,0,1,56,12,0,1,18,0,0,13,21,0.0,Thibaut Courtois,Goalkeeper,Goalkeeper,0.0,0.0,3.7992495309568484,0.0,0.3166041275797373,0.3166041275797373,0.0,17.72983114446529,0.0,0.0,0.0,4.115853658536586,0.0,0.0,0.8934426229508197,19.822131147540986,7.163742690058479,3.508771929824561,60.81871345029239,0.0636374296435272,9.0,41.08196721311475,0.32786885245901637,0.07377049180327869,0.6666666666666666,9.309090909090909,41.43333333333333,7,Goalkeeper
Belgium,5642,538,6,4,155.8378223533768,99.09256239787139,7,0,136,365.5,6,169,11,0,1,0,7,3,9,6,0,3,3,1,284.26666666666665,872.4000000000001,176,43,10,30,9,1,0,50,0,0,10,52,0.025340356,Axel Witsel,Left Defensive Midfield,Defensive Midfield,0.6666666666666666,14.563789868667918,2.8494371482176364,0.3166041275797373,3.1660412757973737,0.0,1.8996247654784242,9.49812382739212,0.3166041275797373,0.0,0.9498123827392121,3.1660412757973737,0.008022861303939963,0.42857142857142855,0.9602272727272727,4.956818181818182,78.65497076023392,71.34502923976608,36.84210526315789,0.055830084568480313,54.44318181818182,32.14602272727273,0.11363636363636363,0.11363636363636363,0.95,53.53825503355704,33.08120805369128,0,Ball-Winner
Belgium,6989,587,7,4,158.02532922191386,72.7010447116867,5,2,148,275.7,8,176,20,2,2,2,9,3,17,3,0,1,0,0,284.26666666666665,1476.0,201,31,7,49,5,0,0,62,2,0,30,74,0.0,Timothy Castagne,Left Back,Fullback/Wingback,0.5714285714285714,10.131332082551594,1.5830206378986869,0.0,2.2162288930581613,0.6332082551594747,2.5328330206378986,15.51360225140713,0.0,0.6332082551594747,0.3166041275797373,9.49812382739212,0.0,0.3333333333333333,0.8756218905472637,7.343283582089552,65.78947368421053,38.59649122807017,7.602339181286549,0.05034005628517824,52.06666666666666,21.80995024875622,0.2537313432835821,0.14427860696517414,0.6551724137931034,53.97142857142857,22.130285714285716,2,Sweeper CB
Belgium,20005,797,7,2,115.85880637039466,146.56468345425563,4,1,234,622.9000000000001,20,244,8,0,4,0,6,1,13,0,0,2,1,1,284.26666666666665,2785.4,267,13,17,77,8,0,0,48,3,3,25,50,0.0,Toby Alderweireld,Right Center Back,Center Back,0.2857142857142857,4.74906191369606,2.5328330206378986,0.0,5.382270168855535,0.0,6.332082551594747,24.378517823639775,0.3166041275797373,0.0,0.6332082551594747,7.915103189493434,0.0,0.16666666666666666,0.9138576779026217,10.432209737827716,29.093567251461987,13.450292397660817,27.485380116959064,0.10384615384615385,40.40524344569289,50.34906367041199,0.2546816479400749,0.08614232209737828,0.9130434782608695,38.86831275720164,49.273251028806584,2,Sweeper CB
Brazil,3063,738,8,6,173.8824816757689,102.55545918367346,2,2,205,417.1,8,232,8,6,1,1,8,2,22,3,0,1,1,0,290.9166666666667,1870.4,267,14,12,58,9,2,1,22,5,0,37,30,0.0323683795,Danilo Luiz da Silva,Left Back,Fullback/Wingback,0.75,4.640504153537668,2.7843024921226007,0.6187338871383558,3.7124033228301343,0.3093669435691779,2.474935548553423,17.943282727012317,0.0,1.8562016614150672,0.3093669435691779,11.44657691205958,0.010013706634202235,0.25,0.8689138576779026,7.0052434456928845,88.01169590643275,12.573099415204677,35.38011695906433,0.0706496275737611,58.3876404494382,34.27303370786517,0.2397003745318352,0.052434456928838954,0.42857142857142855,59.1986301369863,33.05114155251142,2,Sweeper CB
Brazil,3280,344,13,3,326.582012880158,164.0124100403849,6,5,66,301.4,4,39,27,3,0,7,13,2,1,6,3,1,0,5,328.25,236.69999999999996,54,59,6,5,16,8,2,74,1,1,32,82,1.6176591219999998,Richarlison de Andrade,Center Forward,Forward,0.23076923076923078,16.450875856816452,4.386900228484387,2.1934501142421934,1.6450875856816451,1.9192688499619193,1.0967250571210967,1.3709063214013708,1.3709063214013708,0.8225437928408226,0.2741812642802742,8.773800456968774,0.44353182324447826,0.15384615384615385,0.7222222222222222,4.383333333333333,23.391812865497073,79.82456140350878,73.68421052631578,0.45751506772277223,79.86851851851851,41.48148148148148,0.1111111111111111,0.25925925925925924,0.7857142857142857,84.22870370370372,41.82222222222222,4,Target Forward
